Entry,Entry name,Status,Protein names,Gene names,Organism,Length,GO
P07269,PHO2_YEAST,reviewed,Regulatory protein PHO2 (General regulatory factor 10),PHO2 BAS2 GRF10 YDL106C D2350,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559,GO:0043565
P21538,REB1_YEAST,reviewed,DNA-binding protein REB1 (QBP),REB1 GRF2 YBR049C YBR0502,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),810,GO:0043565
P25042,ROX1_YEAST,reviewed,Repressor ROX1 (Heme-dependent repression factor) (Hypoxic function repressor),ROX1 YPR065W YP9499.20,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),368,GO:0043565
P20134,SFL1_YEAST,reviewed,Flocculation suppression protein (Protein SFL1),SFL1 YOR140W YOR3339W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),766,GO:0043565
P47821,SSN8_YEAST,reviewed,RNA polymerase II holoenzyme cyclin-like subunit (Suppressor of RNA polymerase B 11),SSN8 GIG3 NUT9 SRB11 UME3 YNL025C N2805,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),323,GO:0043565
P11938,RAP1_YEAST,reviewed,DNA-binding protein RAP1 (Repressor/activator site-binding protein) (SBF-E) (TUF),RAP1 GRF1 TUF1 YNL216W N1310,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),827,GO:0043565
P13433,RPOM_YEAST,reviewed,"DNA-directed RNA polymerase, mitochondrial (EC 2.7.7.6)",RPO41 YFL036W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1351,GO:0043565
P09007,SRD1_YEAST,reviewed,Pre-rRNA-processing protein SRD1 (Suppressor of rRNA-processing defect protein 1),SRD1 YCR018C YCR18C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),221,GO:0043565
P22336,RFA1_YEAST,reviewed,Replication factor A protein 1 (RF-A protein 1) (DNA-binding protein BUF2) (Replication protein A 69 kDa DNA-binding subunit) (Single-stranded DNA-binding protein),RFA1 BUF2 RPA1 YAR007C FUN3,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),621,GO:0043565
P32908,SMC1_YEAST,reviewed,Structural maintenance of chromosomes protein 1 (DA-box protein SMC1),SMC1 CHL10 YFL008W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1225,GO:0043565
Q05027,TAF9_YEAST,reviewed,Transcription initiation factor TFIID subunit 9 (TAFII-17) (TAFII20) (TBP-associated factor 17 kDa) (TBP-associated factor 9),TAF9 TAF17 YMR236W YM9959.18,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),157,GO:0043565
P40992,RRN7_YEAST,reviewed,RNA polymerase I-specific transcription initiation factor RRN7,RRN7 YJL025W J1273,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),514,GO:0043565
Q05021,TAF7_YEAST,reviewed,Transcription initiation factor TFIID subunit 7 (TAFII-67) (TBP-associated factor 67 kDa) (TBP-associated factor 7),TAF7 TAF67 YMR227C YM9959.09C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),590,GO:0043565
P39956,RPH1_YEAST,reviewed,DNA damage-responsive transcriptional repressor RPH1,RPH1 YER169W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),796,GO:0043565
P25611,RDS1_YEAST,reviewed,Regulator of drug sensitivity 1,RDS1 YCR106W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),832,GO:0043565
P34252,SLD2_YEAST,reviewed,DNA replication regulator SLD2 (DNA replication and checkpoint protein 1),SLD2 DRC1 YKL108W YKL463,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),453,GO:0043565
P32774,T2AG_YEAST,reviewed,Transcription initiation factor IIA subunit 2 (General transcription factor IIA subunit 2) (TFIIA 13.5 kDa subunit) (Transcription initiation factor IIA small chain) (Transcription initiation factor IIA small subunit),TOA2 YKL058W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),122,GO:0043565
P48743,RFX1_YEAST,reviewed,RFX-like DNA-binding protein RFX1,RFX1 CRT1 YLR176C L9470.18,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),811,GO:0043565
P80210,PURA_YEAST,reviewed,Adenylosuccinate synthetase (AMPSase) (AS-synthetase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase),ADE12 YNL220W N1290,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),433,GO:0043565
P35208,SPT10_YEAST,reviewed,Protein SPT10,SPT10 CRE1 SUD1 YJL127C J0702,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),640,GO:0043565
Q12343,MED4_YEAST,reviewed,Mediator of RNA polymerase II transcription subunit 4 (Mediator complex subunit 4),MED4 YOR174W O3630,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),284,GO:0043565
P40535,ACA2_YEAST,reviewed,ATF/CREB activator 2 (Chromosome stability protein CST6),CST6 ACA2 YIL036W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),587,GO:0043565
P33417,IXR1_YEAST,reviewed,Intrastrand cross-link recognition protein (Structure-specific recognition protein) (SSRP),IXR1 ORD1 YKL032C YKL245,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),597,GO:0043565
P39678,MBP1_YEAST,reviewed,Transcription factor MBP1 (MBF subunit p120),MBP1 YDL056W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),833,GO:0043565
P29469,MCM2_YEAST,reviewed,DNA replication licensing factor MCM2 (EC 3.6.4.12) (Minichromosome maintenance protein 2),MCM2 YBL023C YBL0438,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),868,GO:0043565
P40356,MED3_YEAST,reviewed,Mediator of RNA polymerase II transcription subunit 3 (Hyper-recombination suppressor protein 1) (Mediator complex subunit 3) (Poly-glutamine domain protein 1),PGD1 HRS1 MED3 YGL025C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),397,GO:0043565
P53050,MGA1_YEAST,reviewed,Protein MGA1,MGA1 YGR249W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),456,GO:0043565
P22149,AFT1_YEAST,reviewed,Iron-regulated transcriptional activator AFT1 (Activator of iron transcription protein 1),AFT1 RCS1 YGL071W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),690,GO:0043565
P38140,ERT1_YEAST,reviewed,Transcription activator of gluconeogenesis ERT1 (Ethanol regulator of translation 1),ERT1 YBR239C YBR1622,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),529,GO:0043565
P36775,LONM_YEAST,reviewed,"Lon protease homolog, mitochondrial (EC 3.4.21.53)",PIM1 LON YBL022C YBL0440,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1133,GO:0043565
P32569,MED17_YEAST,reviewed,Mediator of RNA polymerase II transcription subunit 17 (Mediator complex subunit 17) (Suppressor of RNA polymerase B 4),SRB4 MED17 YER022W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),687,GO:0043565
P39970,ACA1_YEAST,reviewed,ATF/CREB activator 1,ACA1 YER045C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),489,GO:0043565
P43574,GAT1_YEAST,reviewed,Transcriptional regulatory protein GAT1,GAT1 YFL021W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),510,GO:0043565
P42950,GSM1_YEAST,reviewed,Glucose starvation modulator protein 1,GSM1 YJL103C J0824,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),618,GO:0043565
P47175,HMS2_YEAST,reviewed,Probable transcription factor HMS2 (High-copy MEP suppressor 2),HMS2 YJR147W J2204,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),358,GO:0043565
Q04437,KU80_YEAST,reviewed,ATP-dependent DNA helicase II subunit 2 (EC 3.6.4.12) (ATP-dependent DNA helicase II subunit Ku80) (High affinity DNA-binding factor subunit 2) (Yeast Ku80),YKU80 HDF2 YMR106C YM9718.05C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),629,GO:0043565
P40971,LYS14_YEAST,reviewed,Lysine biosynthesis regulatory protein LYS14,LYS14 YDR034C YD9673.04C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),790,GO:0043565
Q02516,HAP5_YEAST,reviewed,Transcriptional activator HAP5,HAP5 YOR358W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),242,GO:0043565
Q02710,ECM23_YEAST,reviewed,Protein ECM23 (Extracellular mutant protein 23) (SRD1 homolog 2),ECM23 SRD2 YPL021W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),187,GO:0043565
Q03213,HOT1_YEAST,reviewed,High-osmolarity-induced transcription protein 1,HOT1 YMR172W YM8010.02,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),719,GO:0043565
P34730,BMH2_YEAST,reviewed,Protein BMH2,BMH2 YDR099W YD8557.08,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),273,GO:0043565
Q12692,H2AZ_YEAST,reviewed,Histone H2A.Z,HTZ1 H2AZ HTA3 YOL012C O2345,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),134,GO:0043565
P41813,FKH2_YEAST,reviewed,Fork head protein homolog 2,FKH2 YNL068C N2403 YNL2403C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),862,GO:0043565
P0CE41,HAP1_YEAST,reviewed,Heme-responsive zinc finger transcription factor HAP1 (CYP1 activatory protein) (Heme activator protein 1),HAP1 CYP1 YLR256W L9672.1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1502,GO:0043565
P53941,IMP4_YEAST,reviewed,U3 small nucleolar ribonucleoprotein protein IMP4 (U3 snoRNP protein IMP4) (Interacting with MPP10 protein 4),IMP4 YNL075W N2353,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),290,GO:0043565
P32807,KU70_YEAST,reviewed,ATP-dependent DNA helicase II subunit 1 (EC 3.6.4.12) (ATP-dependent DNA helicase II subunit Ku70) (High affinity DNA-binding factor subunit 1),YKU70 HDF1 NES24 YMR284W YM8021.10,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),602,GO:0043565
Q03096,EST3_YEAST,reviewed,Telomere replication protein EST3 (Ever shorter telomeres protein 3),EST3 YIL009C-A,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),181,GO:0043565
P40068,FLO8_YEAST,reviewed,Transcriptional activator FLO8 (Protein PDH5),FLO8 PDH5 YER109C YER108C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),799,GO:0043565
P14164,ABF1_YEAST,reviewed,ARS-binding factor 1 (Bidirectionally acting factor 1) (DNA replication enhancer-binding protein OBF1) (SFB-B),ABF1 BAF1 OBF1 REB2 SBF1 YKL112W YKL505,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),731,GO:0043565
P17214,EST1_YEAST,reviewed,Telomere elongation protein EST1 (Ever shorter telomeres protein 1),EST1 YLR233C L8083.15,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),699,GO:0043565
P13434,HAP3_YEAST,reviewed,Transcriptional activator HAP3 (UAS2 regulatory protein A),HAP3 YBL021C YBL0441,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),144,GO:0043565
P04386,GAL4_YEAST,reviewed,Regulatory protein GAL4,GAL4 YPL248C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),881,GO:0043565
P25555,GBP2_YEAST,reviewed,Single-strand telomeric DNA-binding protein GBP2 (G-strand-binding protein 2) (RAP1 localization factor 6),GBP2 RLF6 YCL011C YCL11C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),427,GO:0043565
Q12753,HAA1_YEAST,reviewed,Transcriptional activator HAA1,HAA1 YPR008W LPZ8W YP9531.01 YP9723.08,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),694,GO:0043565
P19882,HSP60_YEAST,reviewed,"Heat shock protein 60, mitochondrial (CPN60) (P66) (Stimulator factor I 66 kDa component)",HSP60 MIF4 YLR259C L8479.10,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),572,GO:0043565
P0CY13,HMRA2_YEAST,reviewed,Silenced mating-type protein A2 (MATa2 protein),HMRA2 YCR096C YCR96C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),119,GO:0043565
Q04461,EUC1_YEAST,reviewed,Transcription factor-like protein EUC1 (Enriches ubiquitin on chromatin protein 1),EUC1 YMR111C YM9718.10C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),462,GO:0043565
P10961,HSF_YEAST,reviewed,Heat shock factor protein (HSF) (Heat shock transcription factor) (HSTF),HSF1 YGL073W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),833,GO:0043565
P0CY11,HMRA1_YEAST,reviewed,Silenced mating-type protein A1 (MATa1 protein),HMRA1 YCR097W YCR97W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),126,GO:0043565
Q03466,EBS1_YEAST,reviewed,Protein EBS1 (EST1-like BCY1 suppressor 1),EBS1 YDR206W YD8142.03,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),884,GO:0043565
P39985,DPO5_YEAST,reviewed,rDNA transcriptional regulator POL5 (EC 2.7.7.7) (DNA polymerase V) (POL V) (DNA polymerase phi),POL5 YEL055C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1022,GO:0043565
P18494,GLN3_YEAST,reviewed,Nitrogen regulatory protein GLN3,GLN3 YER040W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),730,GO:0043565
P21192,ACE2_YEAST,reviewed,Metallothionein expression activator,ACE2 YLR131C L3123 L9606.10,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),770,GO:0043565
P15315,CUP2_YEAST,reviewed,Transcriptional activator protein CUP2 (Copper-fist transcription factor),CUP2 ACE1 YGL166W G1810,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),225,GO:0043565
Q05958,ECM22_YEAST,reviewed,Sterol regulatory element-binding protein ECM22 (Extracellular mutant protein 22),ECM22 YLR228C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),814,GO:0043565
P40569,GAT4_YEAST,reviewed,Protein GAT4,GAT4 YIR013C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),121,GO:0043565
P40466,FKH1_YEAST,reviewed,Fork head protein homolog 1,FKH1 YIL131C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),484,GO:0043565
P53968,CRZ1_YEAST,reviewed,Transcriptional regulator CRZ1,CRZ1 HAL8 TCN1 YNL027W N2760,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),678,GO:0043565
P32805,FZF1_YEAST,reviewed,Zinc finger protein FZF1 (Sulfite resistance protein 1),FZF1 SUL1 YGL254W NCR299,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),299,GO:0043565
Q08496,DIA2_YEAST,reviewed,Protein DIA2 (Digs into agar protein 2),DIA2 YOR080W YOR29-31,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),732,GO:0043565
P07261,GCR1_YEAST,reviewed,Glycolytic genes transcriptional activator GCR1,GCR1 SIT3 YPL075W LPF10W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),785,GO:0043565
P23293,BUR1_YEAST,reviewed,Serine/threonine-protein kinase BUR1 (EC 2.7.11.22) (EC 2.7.11.23) (Bypass UAS requirement protein 1) (Suppressor of GPA1-Vall50 mutation protein 1),SGV1 BUR1 YPR161C P9584.8,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),657,GO:0043565
P21705,DAL82_YEAST,reviewed,Protein DAL82,DAL82 DURM YNL314W N0360,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),255,GO:0043565
P13382,DPOA_YEAST,reviewed,DNA polymerase alpha catalytic subunit A (EC 2.7.7.7) (DNA polymerase I subunit A) (DNA polymerase alpha:primase complex p180 subunit) (DNA polymerase-primase complex p180 subunit) (Pol alpha-primase complex p180 subunit),POL1 CDC17 YNL102W N2181,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1468,GO:0043565
P39521,FHL1_YEAST,reviewed,Pre-rRNA-processing protein FHL1,FHL1 YPR104C P8283.15,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),936,GO:0043565
P40209,GAT2_YEAST,reviewed,Protein GAT2,GAT2 YMR136W YM9375.05,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),560,GO:0043565
P14922,CYC8_YEAST,reviewed,General transcriptional corepressor CYC8 (Glucose repression mediator protein CYC8),CYC8 CRT8 SSN6 YBR112C YBR0908,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),966,GO:0043565
P27344,DPB3_YEAST,reviewed,DNA polymerase epsilon subunit C (DNA polymerase II subunit C),DPB3 YBR278W YBR2015,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),201,GO:0043565
P35201,CENPC_YEAST,reviewed,Inner kinetochore subunit MIF2 (CENP-C homolog) (Constitutive centromere-associated network protein MIF2) (Mitotic fidelity of chromosome transmission protein 2),MIF2 YKL089W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),549,GO:0043565
O13329,FOB1_YEAST,reviewed,DNA replication fork-blocking protein FOB1,FOB1 HRM1 YDR110W YD9727.06,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),566,GO:0043565
P40851,AXL1_YEAST,reviewed,Putative protease AXL1 (EC 3.4.24.-),AXL1 YPR122W P9642.4,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1208,GO:0005759
P08679,CISY2_YEAST,reviewed,"Citrate synthase, peroxisomal (EC 2.3.3.16)",CIT2 YCR005C YCR043 YCR5C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),460,GO:0005759
P25345,SYNM_YEAST,reviewed,"Asparagine--tRNA ligase, mitochondrial (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS)",SLM5 YCR024C YCR242 YCR24C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),492,GO:0005759
A6ZYX9,SDHF1_YEAS7,reviewed,"Succinate dehydrogenase assembly factor 1, mitochondrial (SDH assembly factor 1) (SDHAF1)",SCY_1267,Saccharomyces cerevisiae (strain YJM789) (Baker's yeast),79,GO:0005759
P38793,TRM5_YEAST,reviewed,tRNA (guanine(37)-N1)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase) (tRNA methyltransferase 5),TRM5 YHR070W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),499,GO:0005759
P07236,SYTM_YEAST,reviewed,"Threonine--tRNA ligase, mitochondrial (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)",MST1 YKL194C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),462,GO:0005759
P15179,SYDM_YEAST,reviewed,"Aspartate--tRNA ligase, mitochondrial (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS)",MSD1 YPL104W LPG5W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),658,GO:0005759
P48526,SYIM_YEAST,reviewed,"Isoleucine--tRNA ligase, mitochondrial (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS)",ISM1 YPL040C P7102.10,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1002,GO:0005759
P08425,SYFM_YEAST,reviewed,"Phenylalanine--tRNA ligase, mitochondrial (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase) (PheRS)",MSF1 YPR047W YP9499.05,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),469,GO:0005759
Q04401,SDHF3_YEAST,reviewed,"Succinate dehydrogenase assembly factor 3, mitochondrial (SDH assembly factor 3) (SDHAF3) (Acetate non-utilizing protein 9)",SDH7 ACN9 YDR511W D9719.16,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),133,GO:0005759
Q02771,PT117_YEAST,reviewed,"Protein PET117, mitochondrial",PET117 YER058W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),107,GO:0005759
P32522,PT309_YEAST,reviewed,"Pentatricopeptide repeat-containing protein PET309, mitochondrial",PET309 YLR067C L2189,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),965,GO:0005759
P32048,SYKM_YEAST,reviewed,"Lysine--tRNA ligase, mitochondrial (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)",MSK1 YNL073W N2364,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),576,GO:0005759
P04803,SYWM_YEAST,reviewed,"Tryptophan--tRNA ligase, mitochondrial (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS)",MSW1 MSW YDR268W D9954.7,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),379,GO:0005759
P11325,SYLM_YEAST,reviewed,"Leucine--tRNA ligase, mitochondrial (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)",NAM2 MSL1 YLR382C L3502.6,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),894,GO:0005759
P48525,SYEM_YEAST,reviewed,"Glutamate--tRNA ligase, mitochondrial (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS)",MSE1 YOL033W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),536,GO:0005759
P38345,SDHF4_YEAST,reviewed,"Succinate dehydrogenase assembly factor 4, mitochondrial (SDH assembly factor 4) (SDHAF4) (Found in mitochondrial proteome protein 21)",SDH8 FMP21 YBR269C YBR1737,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),138,GO:0005759
P38705,SYSM_YEAST,reviewed,"Serine--tRNA ligase, mitochondrial (EC 6.1.1.11) (Digs into agar protein 4) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)",DIA4 YHR011W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),446,GO:0005759
P48527,SYYM_YEAST,reviewed,"Tyrosine--tRNA ligase, mitochondrial (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)",MSY1 YPL097W LPG11W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),492,GO:0005759
